origin_id,destination_id,shortest_distance
"56001","689283934",0.0305963774405789
"56002","689283934",0.019411095400809
"56003","226843412",0.0372142530623845
"56004","226843412",0.0199892451088731
"56005","311664091",0.0216184607150366
"56006","226843412",0.0275309613916341
"56007","226843412",0.0182683951916621
"56008","689283934",0.0305035616155285
"56009","226843412",0.0272211160927485
"56010","30112992",0.0294424311801649
"56011","226843412",0.0298993898686205
"56012","689283934",0.0123453455312583
"56013","689283934",0.0236268089178651
"56014","226843412",0.0236513555203603
"56015","226843412",0.0315762832835227
"56016","226843412",0.033749998095057
"56017","30112992",0.027725923784403
"56018","226843412",0.0407921720386097
"56019","226843412",0.0300249178082974
"56020","689283934",0.0168714287451253
"56021","30112992",0.0331224255693022
"56022","226843412",0.0406627766032204
"56023","30112992",0.036032545099232
"56024","30112992",0.0340733177278513
"56025","30112992",0.029784996980388
"56026","689283934",0.0232604032511064
"56027","226843412",0.039352770816666
"56028","689283934",0.0239169842220588
"56029","226843412",0.0436136589418681
"56030","689283934",0.0252482845614679
"56031","689283934",0.0211381840170527
"56032","689283934",0.0231609839300219
"56033","226843412",0.036191883151571
"56034","689283934",0.0257218426014059
"56035","689283934",0.00457339096984309
"56036","226843412",0.0266228715894546
"56037","226843412",0.00943490444903036
"56038","30112992",0.0231270869515757
"56039","30112992",0.0263384689015403
"56040","689283934",0.0274027076804323
"56041","311664091",0.014661880468041
"56042","226843412",0.0297200895205727
"56043","689283934",0.021903760373428
"56044","689283934",0.0460763411543885
"56045","226843412",0.0272691678575813
"56046","226843412",0.0217831615123202
"56047","689283934",0.0269230086412623
"56048","226843412",0.0303059354925434
"56049","311664091",0.0253826340144456
"56050","226843412",0.00283204467257166
"56051","689283934",0.0162113570476758
"56052","226843412",0.018602734098058
"56053","689283934",0.0184168337182492
"56054","226843412",0.0316328407917696
"56055","226843412",0.0327565022225915
"56056","311664091",0.020201255481693
"56057","226843412",0.0173181741736424
"56058","226843412",0.0330334698253358
"56059","226843412",0.020811405448297
"56060","226843412",0.0234567324391169
"57001","75359700",0.0297960688149049
"57002","75359700",0.0330324007603305
"57003","983221590",0.0417553722501042
"57004","132578678",0.0452876977836834
"57005","30112992",0.0454716484366544
"57006","75359700",0.054205475621048
"57007","983221590",0.037514375226226
"57008","983221590",0.0428845907072128
"57009","30112992",0.0503263932822586
"57010","30112992",0.0331158247737967
"57011","30112992",0.0392657058867702
"57012","30112992",0.0383375031155643
"57013","132578678",0.043656348477893
"57014","30112992",0.0350155518894481
"57015","983221590",0.043985961341358
"57016","30112992",0.0464624120819721
"57017","75359700",0.0414422246500026
"57018","132578678",0.0413860529460296
"57019","132578678",0.0455516133307889
"57020","132578678",0.0474176900561131
"57021","30112992",0.0327775038919256
"57022","226843412",0.0471681919585383
"57023","983221590",0.0508134887978543
"57024","30112992",0.0407315280171141
"57025","30112992",0.0456728235442665
"57026","30112992",0.0448662927675805
"57027","30112992",0.0328080288170327
"57028","983221590",0.0445606770696388
"57029","30112992",0.0301278477969862
"57030","30112992",0.0344002281368685
"57031","30112992",0.0476463134774904
"57032","226843412",0.0504385938220584
"57033","75359700",0.048011944999215
"57034","30112992",0.0568733817400456
"57035","30112992",0.0351707183751356
"57036","983221590",0.0573356678460475
"57037","983221590",0.0479836584920405
"57038","30112992",0.0443393374723324
"57039","30112992",0.0416462993485748
"57040","30112992",0.0408002956490004
"57041","30112992",0.0380838116401246
"57042","30112992",0.0505189738999954
"57043","30112992",0.0532086009393665
"57044","30112992",0.032640587610827
"57045","30112992",0.0519631973542444
"57046","132578678",0.0429944600194301
"57047","132578678",0.03796715083932
"57048","132578678",0.0413404254635262
"57049","983221590",0.042109842862097
"57050","983221590",0.0457024344836147
"57051","30112992",0.0528322720720701
"57052","30112992",0.0364708502831174
"57053","30112992",0.0394370979177295
"57054","30112992",0.0363465316845846
"57055","30112992",0.0351446697483485
"57056","30112992",0.0346592528839127
"57057","75359700",0.0400526561212228
"57058","132578678",0.0428499819020461
"57059","30112992",0.0438246833109026
"57060","30112992",0.0513093592880096
"57061","30112992",0.0375633866318541
"57062","30112992",0.0467454552071899
"57063","30112992",0.040994056176085
"57064","30112992",0.0394542175768097
"57065","30112992",0.0356782372408663
"57066","30112992",0.0303948674794531
"57067","30112992",0.0374064214042477
"57068","30112992",0.0343104636071973
"57069","30112992",0.0407898522812439
"57070","30112992",0.0356606704233615
"57071","132578678",0.0379922812805258
