origin_id,destination_id,shortest_distance
"57072","30112992",0.0392032043308717
"57073","983221590",0.0595945116252967
"58001","90523104",0.0406313767255694
"58002","132578678",0.0322165859037617
"58003","79825176",0.0155796324077779
"58004","169663303",0.00841293280891686
"58005","35767783",0.0192037807789511
"58006","132578678",0.0321867262973062
"58007","24059071",0.000400031851422974
"58008","90523104",0.0408247793594617
"58009","79825176",0.0162241460597979
"58010","132578678",0.0309032700323344
"58011","132578678",0.02351084510785
"58012","132578678",0.0385702979257448
"58013","311743482",0.0185790973612215
"58014","132578678",0.0384662383981121
"58015","30112992",0.0233534816587296
"58016","311664091",0.0149437134017107
"58017","132578678",0.0366275217998651
"58018","30112992",0.0238339975556522
"58019","132578678",0.0349136683932624
"58020","90523104",0.0244395899943143
"58021","132578678",0.0366869937068289
"58022","132578678",0.016490427762375
"58023","132578678",0.0268556676378786
"58024","30112992",0.022277322586203
"58025","132578678",0.0438540523297816
"58026","132578678",0.0246554271135236
"58027","132578678",0.0313259107133868
"58028","132578678",0.0380998298515714
"58029","311743482",0.00397481748897149
"58030","132578678",0.0289148156528355
"58031","132578678",0.0302359579326073
"58032","60109963",0.000338902470227497
"58033","30112992",0.0293672870366153
"58034","132578678",0.0248453386271538
"58035","132578678",0.0176660259512673
"58036","30112992",0.0263574721480691
"58037","30112992",0.0300174585756545
"58038","30112992",0.0219900598074637
"58039","132578678",0.0156107579646814
"58040","132578678",0.025478468790477
"58041","132578678",0.030995481637854
"58042","132578678",0.0266476686519192
"58043","30446517",0.0162474471802227
"58044","132578678",0.0326628007426485
"58045","90523104",0.0418239854032237
"58046","132578678",0.0170183185667972
"58047","132578678",0.0233608463658202
"58048","132578678",0.0491800044563423
"58049","132578678",0.0220985122887991
"58050","30446517",0.0166563117362452
"58051","132578678",0.0300606605804336
"58052","30112992",0.0283833417666694
"58053","132578678",0.0269723235550122
"58054","311664091",0.0124002934493298
"58055","132578678",0.0312626444456307
"58056","132578678",0.0288492331401963
"58057","132578678",0.015680771873276
"58058","30112992",0.0261751445634075
"58059","132578678",0.023868354539799
"58060","132578678",0.0173665508061251
"58061","30112992",0.0426493866959454
"58062","90523104",0.0292789737293527
"58063","30112992",0.0341952247356371
"58064","132578678",0.0161888567549542
"58065","30112992",0.0249276836478583
"58066","30112992",0.0370459109955788
"58067","30112992",0.0329785928432643
"58068","30112992",0.0242641880407299
"58069","30112992",0.0268815298771654
"58070","30446517",0.0186441478107119
"58071","30112992",0.0326102688722538
"58072","30799927",0.000170673807936439
"58074","132578678",0.0223528597324163
"58075","132578678",0.0304177280738641
"58076","132578678",0.0321162567701573
"58077","132578678",0.0322555708720969
"58078","132578678",0.0343606420417033
"58079","79825176",0.00594656854773941
"58080","30112992",0.0313751111626403
"58081","30112992",0.0219925369344277
"58082","30112992",0.0267951109266803
"58083","132578678",0.0343776106098004
"58084","132578678",0.0370696601381699
"58085","132578678",0.0315759342590085
"58086","132578678",0.020161443809463
"58087","132578678",0.0287229402396171
"58088","132578678",0.023430686723356
"58089","132578678",0.0413233726766959
"58090","132578678",0.0410517535209154
"58091","132578678",0.0122712835355924
"58092","132578678",0.0301812496619995
"58093","30112992",0.0254285852000047
"58094","132578678",0.029679842125082
"58095","132578678",0.0333613862578383
"58096","132578678",0.0326458439396509
"58097","161037078",0.000160441481676944
"58098","132578678",0.0280868897901149
"58099","30112992",0.0305704014656216
"58100","132578678",0.0326750969308665
"58101","132578678",0.0331032842819603
"58102","132578678",0.0362087564386827
"58103","132578678",0.036845132509335
"58104","132578678",0.0226213924136035
"58105","169663303",0.0114078089605962
"58106","30112992",0.0298477399191632
"58107","311743482",0.024908625178481
"58108","90523104",0.0525304933878926
"58109","132578678",0.0396267530791271
"58110","132578678",0.0221746998937394
"58111","24095076",0.0188383775956698
"58112","132578678",0.0259559590026051
"58113","132578678",0.0374658419781997
"58114","132578678",0.020788965008603
"58115","24095076",0.0228446168150747
"58116","160929620",0.000641622069196806
"58117","68280152",0.00199180878261008
"58118","132578678",0.0133856070423985
"58119","132578678",0.0180411222035059
"58120","33391420",0.00016379912856678
"58122","132578678",0.0207194765148257
"59001","30446517",0.0064947852694493
"59002","54293476",0.0216968264500082
"59003","227756505",0.0158715598944239
"59004","477492778",0.0115745162882179
"59005","41767081",0.0138112244893178
"59006","54293476",0.0251391470791243
"59007","71762440",0.00651826659030936
"59008","258285727",0.000165745593981117
"59009","55689402",0.000464140490805355
"59011","54293476",0.00459339939298129
"59012","71762440",0.0134887458417938
"59013","90523104",0.0158071303186325
"59014","477492778",0.00199753277585906
"59015","71762440",0.00404936182659574
"59016","54293476",0.0184421380330855
"59017","394932674",0.00787116978031147
"59019","90523104",0.00959430254786994
"59020","90523104",0.013306412650312
"59021","90523104",0.0143047803408638
"59022","24095076",0.0346089363108501
"59023","90523104",0.0153478517190232
"59024","41953059",0.000164692070232773
"59025","29015780",0.000946499795815919
"59026","477492778",0.010947195522761
"59027","54293476",0.0155318720305752
"59028","54293476",0.0168372212865684
"59029","90523104",0.0102129217443393
"59030","187926414",0.000320564363645214
"59031","547291859",0.00341294320654001
"59032","54291189",0.000220195074450355
"60002","90523104",0.0356097552319969
"60003","90523104",0.0254242971677353
"60004","547291859",0.0364046327659711
"60005","90523104",0.0215625096486709
"60006","90523104",0.0319388739271099
"60007","547291859",0.0162689139424688
"60008","547291859",0.0265465563712768
"60009","90523104",0.0208997505534263
"60010","90523104",0.0377849628382477
"60011","547291859",0.0234893729711901
"60012","547291859",0.00667940331598881
"60013","547291859",0.0204164849296183
"60014","90523104",0.0310925610257732
"60015","547291859",0.0275290090634426
"60017","547291859",0.032999679262901
"60018","547291859",0.0274689234755651
"60019","547291859",0.0165841622451496
"60020","90523104",0.0283504042580987
"60021","547291859",0.00695785667915773
"60022","547291859",0.0215565852362292
"60023","90523104",0.0304873978369302
"60024","90523104",0.0193680445421049
"60025","547291859",0.0293109125110101
"60026","547291859",0.0205975726965004
"60027","547291859",0.0239034538146784
"60028","90523104",0.0309648633932259
"60029","547291859",0.0312457606669032
"60030","547291859",0.0105158089921015
"60031","547291859",0.0132940374487849
"60032","71762440",0.0319927463052822
"60033","90523104",0.0237924968323918
"60034","90523104",0.0462412742097928
"60035","90523104",0.034639854244728
"60036","547291859",0.0272657347923721
"60037","547291859",0.0279188841355794
"60038","90523104",0.0203831438081428
"60039","90523104",0.0293856523172855
"60040","547291859",0.0259010965447821
"60041","90523104",0.0158016603302194
"60042","90523104",0.0294309592661768
"60043","90523104",0.0299861725116286
"60044","90523104",0.0296241721134002
"60045","90523104",0.0274551799876748
"60046","132578678",0.0308379685219713
"60047","71762440",0.0247437856724181
"60048","90523104",0.0234591599468278
"60049","547291859",0.0341407110025286
"60050","547291859",0.0330575773745592
"60051","71762440",0.020715968682789
"60052","547291859",0.0173697834443193
"60053","132578678",0.0342784261397923
"60054","547291859",0.0123380514928085
"60055","90523104",0.0281784032674798
"60056","547291859",0.0221519729294049
"60057","547291859",0.0262818361085455
"60058","90523104",0.0259733795534419
"60059","547291859",0.0281222801882984
"60060","547291859",0.0255658503318079
"60061","547291859",0.0319821197123436
"60062","547291859",0.0274253022825497
"60063","547291859",0.0107015953478715
"60064","71762440",0.0259512886281091
"60065","547291859",0.0214233178749846
"60066","547291859",0.0224433611925314
"60067","547291859",0.017761178613968
"60068","547291859",0.0192782422584369
"60069","547291859",0.0344537139940418
"60070","547291859",0.0206129766231802
"60071","132578678",0.0342334169228703
"60072","547291859",0.0303610877577985
"60073","90523104",0.0334846897005188
"60074","547291859",0.029160232974142
"60075","547291859",0.0337851406550042
"60077","547291859",0.0304355129703267
"60078","90523104",0.0304186571736659
"60079","90523104",0.024954201886072
"60080","90523104",0.0402977697654338
"60081","90523104",0.0299169605736452
"60082","71762440",0.0218257415131985
"60083","547291859",0.0189134701167109
"60084","547291859",0.0294044479837439
"60085","90523104",0.0289381930356511
"60086","547291859",0.0253384661419181
"60087","90523104",0.0316600119094173
"60088","547291859",0.0247625227679868
"60089","547291859",0.0216670877233891
"60090","90523104",0.0211395030914785
"60091","547291859",0.0378223928175722
