istat,comune,lng,lat,join_OBJECTID_1,join_objectid,join_tipo_costa,join_descrizion,join_litologia,join_nome,join_id_interve,join_anno_costr,join_annodismis,join_dim_opera,join_dim_opera_,join_spaz_opera,join_dist_riva,join_flag_modif,join_modifica_o,join_lung_modif,join_area_modif,join_variaz_med,join_variaz_max,join_id_sistema,join_incongruen,join_incertezza,join_acc_geomet,join_annotazion,join_cod_istat,join_nome_uf,join_dataacqort,join_oraacqorto,join_data_igm,join_resp_digit,join_shape_leng,join_globalid,join_SHAPE__Length,join_Shape_Length,distance
"76026",Castronuovo di Sant'Andrea,16.18608885,40.18853667,"2251","2162","1",Bassa,Ciottolosa, ,"0",,"0",0,"0","0","0",Si,Avanzamento,4490.41,249669.89,60.6,"92","0",Nessuna,Nessuna,Non verificato, ,"18078103",Metaponto,1998/05/31 00:00:00, ,"1959",G. Spagone,596.14683769,{410B4419-80C8-45C2-AD05-F2132316A34C},,599.101188463833,36912.0752483918
"76027",Cersosimo,16.34928247,40.04571251,"20186","20676","2",Opere di difesa costiera-Pennelli obliqui emersi, , ,"0",,"2005",17.94672203,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"18078082",Metaponto,1998/06/02 00:00:00, ,"1959",G. Spagone,29.5749516,{210B25BF-9C44-4DE6-9EF8-5B03D83E0F50},,29.7216143322586,20391.8529902116
"76028",Chiaromonte,16.21499371,40.12432913,"3890","3945","1",Bassa,Ciottolosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"18078103",Metaponto,1998/05/31 00:00:00, ,"1959",G. Spagone,1270.41671746,{BF14DF59-0FA5-47D9-B4B3-49771DD79E06},,1276.71144609979,32763.8969845976
"76029",Corleto Perticara,16.04249691,40.38381925,"6604","7154","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Avanzamento,655.92,21787.65,38.22,"75","0",Nessuna,Nessuna,Ottima, ,"15065134",Sapri,1998/06/02 00:00:00, ,"1956",G. Spagone,521.2590182,{0FC34148-D085-48CF-8DBB-8095603E2652},,523.295924570159,48501.3278874948
"76030",Episcopia,16.09814314,40.07445859,"33753","33684","3",Collegamento sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"18078149",Praia a Mare,1998/06/02 00:00:00, ,"1959",G. Spagone,77.65815582,{C39FBDBA-2651-4F50-9DD4-3D99608DBBA0},,77.9737275960263,32317.4968344255
"76031",Fardella,16.16670786,40.11410687,"3890","3945","1",Bassa,Ciottolosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"18078103",Metaponto,1998/05/31 00:00:00, ,"1959",G. Spagone,1270.41671746,{BF14DF59-0FA5-47D9-B4B3-49771DD79E06},,1276.71144609979,36699.3751042098
"76032",Filiano,15.70685304,40.80923118,"34819","34762","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"16071030",Manfredonia,1998/05/26 00:00:00, ,"1957",G. Montrone,571.89493524,{DE7DEC9F-8542-402F-87F2-6E6DFF2E5493},,574.29796599778,72095.6280521501
"76033",Forenza,15.85713912,40.85937373,"34820","34763","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"16071030",Manfredonia,1999/05/15 00:00:00, ,"1957",G. Montrone,509.02300369,{4E451063-96D0-4622-93BA-19975444E029},,511.233614089461,61311.1053572826
"76034",Francavilla in Sinni,16.20324151,40.08167877,"21942","22014","2",Opere di difesa costiera-Radente a gettata, , ,"0",,"0",138.91686596,"0","0","0",Si,Erosione,2384.47,31386.88,18.16,"36","0",Nessuna,Nessuna,Non verificato, ,"18078082",Metaponto,1998/06/02 00:00:00, ,"1959",G. Spagone,138.23189714,{395D7ED1-AAEE-4ED9-A03A-90D8C7B6BCFA},,138.916699290432,33177.5546498091
"76035",Gallicchio,16.1385519,40.2889207,"2250","2161","1",Bassa,Ciottolosa, ,"0",,"0",0,"0","0","0",Si,Avanzamento,4490.41,249669.89,60.6,"92","0",Nessuna,Nessuna,Non verificato, ,"18078103",Metaponto,1998/05/31 00:00:00, ,"1949",G. Spagone,2587.57902875,{97371A99-0239-48D7-8A21-C0212CE4FC09},,2600.42509566258,45239.476747731
"76036",Genzano di Lucania,16.03153721,40.85035736,"34845","34788","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"16072007",Manfredonia,1998/04/21 00:00:00, ,"1957",G. Poggi,108.39503542,{7FC9BFB0-3205-48D8-ABAB-307D3BDA4768},,108.874470416904,55619.5976165139
"76037",Grumento Nova,15.88805745,40.28241322,"15802","15668","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Ottima, ,"15065134",Sapri,1998/06/02 00:00:00, ,"1956",G. Spagone,142.52350885,{128AC5F4-01D2-4B43-AE57-7ECFA53AA5C7},,143.08008545644,31203.1594088402
"76038",Guardia Perticara,16.09803315,40.36357858,"6604","7154","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Avanzamento,655.92,21787.65,38.22,"75","0",Nessuna,Nessuna,Ottima, ,"15065134",Sapri,1998/06/02 00:00:00, ,"1956",G. Spagone,521.2590182,{0FC34148-D085-48CF-8DBB-8095603E2652},,523.295924570159,50533.939738859
