origin_id,destinatio,shortest_d
90001,167646919,0.017733647768961
90002,383499192,0.020931811505650
90003,30018395,0.000114803048786
90004,180722967,0.034265561935100
90005,232241810,0.019260258329336
90006,451762240,0.004621539364976
90007,232241810,0.022081294832576
90008,383499192,0.035467555792208
90010,232241810,0.023730446090858
90011,232241810,0.020919818200724
90012,180722967,0.031756014890982
90013,180722967,0.019512159070767
90014,167224633,0.020451075674544
90015,232241810,0.023693566698569
90016,180722967,0.029606302219191
90017,383499192,0.026553696509362
90018,180722967,0.035446529737785
90019,456149750,0.006014448815011
90020,180722967,0.032976539006199
90021,380663567,0.016582404571554
90022,232241810,0.013243713869155
90024,180722967,0.023018080017936
90025,456149750,0.016383694503270
90026,232241810,0.014534325292506
90027,180722967,0.017501903477714
90028,180722967,0.031525172292771
90029,232241810,0.014801771598769
90030,180722967,0.022416469753746
90031,180722967,0.029948666968984
90032,232241810,0.027588278958395
90033,100407757,0.012956497216701
90034,456149750,0.009588382107349
90035,38300400,0.000466349066056
90036,521711593,0.010392245832325
90037,380663567,0.018779254989714
90038,180722967,0.015181283548732
90039,456149750,0.013612925990867
90040,256494402,0.012101740256690
90041,383499192,0.008723478146795
90042,232241810,0.021788210787349
90043,232241810,0.012455280613420
90044,232241810,0.030823037591345
90045,383499192,0.037544156195406
90046,30018909,0.012615172879049
90048,100407757,0.007882567266368
90049,383499192,0.018581347504899
90050,232241810,0.016908809510057
90051,232241810,0.013126502044670
90052,232241810,0.027665622405302
90053,180722967,0.012738210331243
90054,38338274,0.000058553697656
90055,383499192,0.032994870655636
90056,456149750,0.010627624351542
90057,232241810,0.016863190203771
90058,61574568,0.000337914681515
90059,180722967,0.014108499849129
90060,256494402,0.014956644340389
90061,256494402,0.012442859159425
90062,170885901,0.005846954145553
90063,129864213,0.000513845140065
90064,232241810,0.007661066834500
90065,456149750,0.004661862367500
90066,180722967,0.017546835114921
90067,540191347,0.003090163224783
90068,232241810,0.019417748909022
90069,540191347,0.002368027555946
90070,170885901,0.019056976197414
90071,100407757,0.022178934522130
90072,232241810,0.012805401663042
90073,232241810,0.022338025623740
90074,167646919,0.004116572795104
90075,167224633,0.027169867926235
90076,100407757,0.009122198251349
90077,232241810,0.011432832952803
90078,256494402,0.004761022547912
90079,167224629,0.000021913435346
90080,380663567,0.007058914891749
90081,58290717,0.000603482126579
90082,167224633,0.006018131207018
90083,755702012,0.000090393673781
90084,24362012,0.004434235726140
90085,451762240,0.012633929449763
90086,30018909,0.004843365707129
90087,167224633,0.003382847132925
90088,167224633,0.017543039292447
90090,8139387,0.009085887472085
90091,454699951,0.000168442436094
90092,148770489,0.000014858776803
91001,72445792,0.046331348797053
91002,64303070,0.012212451228889
91003,72445792,0.035101248403878
91004,72445792,0.040731091898520
91005,542803013,0.002378867565988
91006,65666796,0.001105704469204
91007,72445792,0.045330701644566
91008,180722967,0.016389576685593
91009,247124788,0.024797758285095
91010,180722967,0.025975217294045
91011,180722967,0.019458348824759
91012,180722967,0.018286632819192
91016,64303070,0.047622721961568
91017,97853652,0.006088487906805
91018,180722967,0.023763502540120
91019,64303070,0.009440206858550
91024,64303070,0.032015156741530
91025,542803013,0.051428522235804
91026,542803013,0.014640314979908
91027,1058574189,0.008488994044156
91028,247124788,0.035228452832459
91031,128207295,0.001298404730680
91032,64303070,0.008409022825758
91033,1058574189,0.008496759350843
91035,542803013,0.013329791579611
91037,542803013,0.009308006549263
91038,180722967,0.023267369057206
91039,542803013,0.006109293262298
91040,1058574189,0.009715421831952
91041,247124788,0.023457261389233
91042,128207295,0.000173963361602
91043,247124788,0.021434430354852
91044,180722967,0.013953664216061
91046,247124788,0.026264910205326
91047,72445792,0.038637228727414
91050,180722967,0.024876518944787
91051,247124788,0.023025155091858
91055,97853652,0.018802272054949
91056,247124788,0.035226590542129
91057,72445792,0.035077379390877
91058,247124788,0.026356916698906
91059,1058574189,0.007427522853588
91060,247124788,0.025561619589144
91061,247124788,0.027431281993460
91062,247124788,0.032676344089289
91063,1058574189,0.004589664066439
91064,247124788,0.027231223696166
91066,72445792,0.028596086094037
91067,247124788,0.025132140703439
91068,383499192,0.036534260926196
91069,542803013,0.016813879743454
91070,72445792,0.025082753493742
91071,64303070,0.039817935123368
91072,551075130,0.022816879650351
91073,390811092,0.000971072817454
91077,247124788,0.029702194966953
91083,180722967,0.020891609495070
91084,180722967,0.007587567304788
91085,828807981,0.003106804380989
91086,72445792,0.035391252410111
91088,128207295,0.014140540764138
91089,24681447,0.008730556417818
91090,72445792,0.044588036764227
91091,64303070,0.041957799794861
91093,72445792,0.040023676093124
91094,247124788,0.003135543181394
91095,64303070,0.001941666304129
91097,65666796,0.006591304550491
91098,542803013,0.015888591884982
91099,65666796,0.012542547002937
91100,542803013,0.024638284627308
91103,238089665,0.004156434984579
91104,247124788,0.034523274301258
92003,951358649,0.005616046828931
92009,156144858,0.000103454625812
92011,26588559,0.005803634952060
92015,951358649,0.007485997186698
92037,278301430,0.006053304315994
92050,27758728,0.000493807397765
92066,198047870,0.008861216675418
92068,154853969,0.003375682280646
92074,951358649,0.004987426608454
92080,1017077379,0.007567475460284
92090,309626517,0.009581204268556
92099,589009938,0.002909551422472
92105,1017077379,0.003125402878660
92109,154853969,0.003525803082377
95001,72445792,0.017057207547096
95002,72445792,0.022844760185972
95003,72445792,0.026669194416638
95004,72445792,0.024207405509106
95005,72445792,0.021494646696083
95006,225917431,0.011838774433239
95007,72445792,0.024651053179557
95008,72445792,0.029310449816923
95009,72445792,0.034574436103868
95010,951358649,0.029597346047981
95011,1033250395,0.004794503784457
95012,951358649,0.031222838964294
95013,72445792,0.009090501330924
95014,72445792,0.023721390806424
95015,1033250395,0.015195054849765
95016,72445792,0.018430924768814
95017,72445792,0.023318474650567
