origin_id,destinatio,shortest_d
71001,25342899,0.037576191802186
71002,23167767,0.036527145603840
71003,913319341,0.035460459053826
71004,26309345,0.017066868780372
71005,23167767,0.028865120156729
71006,23167767,0.035655617182963
71007,23167767,0.036440838970560
71008,98932870,0.008530457183754
71009,25342899,0.026062472078551
71010,82301144,0.021004725411187
71011,70502683,0.048650004619493
71012,98932870,0.007165971885683
71013,283269174,0.042580846384744
71014,283269174,0.039926175095669
71015,23167767,0.026011870878891
71016,23167767,0.036759000481471
71017,283269174,0.042628599220390
71018,70502683,0.049373659242328
71019,23167767,0.041163620523152
71020,82301144,0.013183478207727
71021,204955049,0.005579684081510
71022,23167767,0.036401731080821
71023,23167767,0.042214429704663
71024,23167767,0.017310284968753
71025,297778764,0.003778267426757
71028,23167767,0.022740598059414
71031,162034715,0.000016954822541
71032,913319341,0.038038398861688
71033,533842049,0.007201144176136
71034,23167767,0.033583081807237
71035,23167767,0.041335598245019
71036,82301144,0.019992870571791
71037,23167767,0.042909689215480
71038,26663096,0.000568525849213
71039,23167767,0.035870004414736
71040,283269174,0.013106501263373
71041,23167767,0.026996489607631
71042,25342899,0.030748824695727
71043,853337312,0.000223262033494
71044,23167767,0.043597872969244
71046,23167767,0.013853820204258
71047,23167767,0.019517951759035
71048,23167767,0.043084640718945
71049,26309345,0.011203159530533
71050,283269174,0.015618226633198
71051,283269174,0.016243110408534
71052,25342899,0.036069005737567
71053,204955049,0.008129797705011
71054,82301144,0.018839839013991
71055,82301144,0.029901451839247
71056,283269174,0.018225135152121
71058,23167767,0.031815410303702
71059,758824362,0.002591626537700
71061,23167767,0.037451923735779
71062,23167767,0.034366802022108
71063,82301144,0.022785924352700
71064,1020576519,0.000080322421007
72001,96606441,0.010867043813732
72002,30015897,0.007377688979084
72003,130558293,0.011970648610973
72004,132717751,0.017118860035176
72006,68558008,0.000197258842105
72008,132717751,0.009279683732658
72010,132717751,0.008138596855591
72011,777035416,0.005312562270870
72012,96606441,0.004818281112221
72014,30015897,0.003446417487228
72015,30015897,0.006957280345344
72016,96606441,0.014870429897514
72017,79872044,0.008576732138569
72018,30015897,0.005200667187263
72019,44192501,0.005403720345141
72020,38717007,0.009434488979566
72021,30015897,0.014019632341627
72022,580526649,0.001338877311125
72023,132717751,0.024229828613614
72024,132717751,0.010680357111964
72025,130558293,0.007684193581058
72027,132717751,0.003754193905692
72028,30191716,0.000213280926443
72030,165014236,0.000068351122519
72031,130552133,0.018955678942617
72032,499591665,0.005573274519132
72033,132717751,0.006964213308756
72034,82301144,0.037664517745687
72035,44731411,0.000432339038473
72036,79872044,0.015465056010308
72037,30878174,0.005927512802950
72038,25764091,0.008375855275580
72039,30015897,0.010580082929646
72040,96606441,0.006598217707913
72041,96606441,0.022050041270895
72043,25138709,0.005104124452923
72044,132717751,0.009400910962118
72046,319875387,0.001805988831678
72047,30015897,0.011356916596768
72048,30015897,0.004719247341418
73002,123272856,0.006686852611791
73003,37538634,0.008989361768331
73004,424062456,0.008078840380404
73005,401169047,0.008059255808951
73006,123272856,0.010609276765466
73007,170649365,0.014171643854001
73008,424062456,0.007153144718533
73009,170649365,0.019074437406505
73010,1025289242,0.001297889501421
73011,1093201639,0.006176786920574
73012,506196292,0.012077648073309
73013,130558293,0.010466919541572
73014,506196292,0.001255542825411
73015,123653967,0.005708349905064
73016,424062456,0.007466752143581
73017,424062456,0.011496610414567
73018,123272856,0.006750813026207
73019,37538634,0.007565727857714
73020,37538634,0.015777715328426
73021,37538634,0.003633332207635
73022,401169047,0.001465217955160
73023,123272856,0.008043890555222
73024,123272856,0.005490117377511
73025,272595182,0.013916596625442
73026,272595182,0.009211748832590
73027,172688526,0.000886049767059
73028,272595182,0.003442350896154
73029,94150039,0.007233853004319
74001,591643220,0.001016375071595
74002,483447289,0.003673654184382
74003,293247685,0.012988794439225
74004,249237126,0.007353261059055
74005,97596408,0.009882468267441
74006,322912040,0.013812404113489
74007,130558293,0.004092165623602
74008,424062456,0.012663864122049
74009,147850220,0.007160751728821
74010,147850220,0.005253551347523
74011,147850220,0.013711763692110
74012,293247685,0.005280099194486
74013,322912040,0.013676293789445
74014,467648858,0.012832245993001
74015,322912040,0.008721737159406
74016,249237126,0.007972916250712
74017,467648858,0.007629541213698
74018,668931027,0.005125022644021
74019,147850220,0.014091155814251
74020,424062456,0.012570452387228
75001,38709796,0.004525030689183
75002,1030745713,0.004248840430119
75003,237997422,0.001946822190471
75004,204510985,0.003180549797965
75005,439695945,0.001131742102314
75006,39196697,0.008880509435911
75007,292870733,0.011644396234171
75008,37550020,0.007701776740306
75009,677053302,0.007808872829087
75010,38703628,0.011837853501298
75011,293128122,0.011779376613632
75012,37550020,0.008205168296782
75013,292870733,0.011533301764065
75014,39188734,0.012984068301363
75016,181986658,0.006696159100682
75017,38703628,0.010569669364814
75018,37550020,0.013062112143734
75019,38708733,0.001790181745997
75020,292870733,0.007066114930600
75021,237997422,0.006734947491205
75022,39188734,0.010878721260736
75023,37550020,0.008325767635602
75024,1030745713,0.003381584359814
75025,37550020,0.008879235660958
75026,237997422,0.011419269761527
75027,872968211,0.001326351194608
75028,84056929,0.000090427856782
75029,39196697,0.010282336603394
75030,39196697,0.003835499011301
75032,677053302,0.006222622302194
75033,37550020,0.003806995670329
75034,70502683,0.013727185208553
75035,292870733,0.007996613293549
75036,292870733,0.008616096883663
75037,39188734,0.007830894288980
75038,292870733,0.009025252684065
75039,37550020,0.007076268553480
75040,37550020,0.011076184036949
75041,292870733,0.012661455981321
75042,237997422,0.006014751190088
75043,38703628,0.004556769358170
75044,181986658,0.004808866623179
75045,37550020,0.007921286226186
75046,872968211,0.006166644618604
75047,328213857,0.005273006661874
75048,292870733,0.010428574624578
75049,872968211,0.006153255808330
75050,38709796,0.001736969067737
75051,677053302,0.006324166349344
75052,351689100,0.003952730588068
75053,237997422,0.009427793813224
75054,872968211,0.007716899716437
75055,292870733,0.016031798955792
75056,195078346,0.002084957115414
75058,37550020,0.004162429134221
75059,237997422,0.005013563775219
75060,1030745713,0.002452502564535
75061,677053302,0.002854905413360
75062,38709796,0.004558361123384
75063,633881322,0.006364123985625
75064,872968211,0.011317763675908
75065,237886808,0.011132209527779
75066,38709796,0.003356907651075
75067,677053302,0.005446616471581
75068,292870733,0.010010581165447
75069,292870733,0.011585689893792
75070,27185344,0.002468725394693
75071,292870733,0.009431779838236
75072,972295347,0.000590467274551
75073,37550020,0.007785393750069
75074,39196697,0.006631754328116
75075,237997422,0.012424178396997
75077,186355496,0.006319696003170
75078,872968211,0.003741255930463
75079,293128122,0.006943285090924
75080,37550020,0.011153124192825
75081,872968211,0.012909592512826
75082,872968211,0.006530555597842
75083,293128122,0.008132096672659
75084,38709796,0.008555823000101
75085,181986658,0.003955446504344
75086,186355496,0.002489480293261
75087,293128122,0.007922468042442
75088,186355496,0.002931003633211
75089,237997422,0.006272362964492
75090,428717176,0.004867512272559
75091,328213857,0.001659226735747
75092,70502683,0.015965254324760
75093,38703628,0.006776555757574
75094,37550020,0.009439558180481
75095,677053302,0.008339429869481
75096,231654139,0.000636294898083
75097,39188734,0.000853664854197
110001,25342899,0.005212108350368
110002,729748654,0.000760610247540
110003,27378906,0.000216198766204
110004,82301144,0.015424062901241
110005,30587477,0.000188114804246
110006,82301144,0.014154888361576
110007,82301144,0.009332307585422
110008,82301144,0.022922427564521
110009,163477201,0.000452053051605
110010,55782223,0.004299005911329
