istat,comune,lng,lat,join_OBJECTID_1,join_objectid,join_tipo_costa,join_descrizion,join_litologia,join_nome,join_id_interve,join_anno_costr,join_annodismis,join_dim_opera,join_dim_opera_,join_spaz_opera,join_dist_riva,join_flag_modif,join_modifica_o,join_lung_modif,join_area_modif,join_variaz_med,join_variaz_max,join_id_sistema,join_incongruen,join_incertezza,join_acc_geomet,join_annotazion,join_cod_istat,join_nome_uf,join_dataacqort,join_oraacqorto,join_data_igm,join_resp_digit,join_shape_leng,join_globalid,join_SHAPE__Length,join_Shape_Length,distance
"81017",Salaparuta,13.00627343,37.75697501,"10633","10500","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Erosione,3817.99,128667.3,38.7,"88","0",Nessuna,Nessuna,Non verificato, ,"19084023",Selinunte,1998/04/04 00:00:00, ,"1970",R. Francioso,2271.37439219,{28FC33F9-C341-4BBD-AC13-B59A138423F3},,2273.83508918435,20268.0614626931
"81018",Salemi,12.80150907,37.81600398,"34906","35024","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19081001",Castellammare del Golfo,1999/05/01 00:00:00, ,"1970",R. Francioso,1079.5969738,{897B4D66-E73B-44A5-AA1D-0555F26D2CE9},,1080.70947797173,22993.6976402213
"81019",Santa Ninfa,12.88021819,37.77382222,"34911","35029","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19081006",Selinunte,1999/05/13 00:00:00, ,"1970",R. Francioso,1169.23390776,{924584A8-CDA8-4F46-96DB-41D3D0AA9262},,1170.40445273482,19377.27980278
"81020",San Vito Lo Capo,12.73502088,38.17309895,"7535","7619","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Avanzamento,289.18,8870.15475036,35.67,"68","0",Nessuna,Nessuna,Ottima, ,"19081020",S. Vito Lo Capo,1999/05/13 00:00:00, ,"1970",R. Francioso,194.21461883,{9DE8B13B-B233-41D0-89F6-63DE069D45C6},,194.376341129534,0
"81021",Trapani,12.51365685,38.01850065,"5782","5691","1",Bassa,Rocciosa, ,"0",,"0",0,"0","0","0",Si,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19081021",Erice,1999/05/01 00:00:00, ,"1970",R. Francioso,408.61490494,{E41EB231-2E9D-43B2-AA74-9E380787A490},,408.850009851321,0
"81022",Valderice,12.61749353,38.03794811,"4567","4466","1",Bassa,Rocciosa, ,"0",,"0",0,"0","0","0",Si,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19081022",Erice,1999/05/13 00:00:00, ,"1970",R. Francioso,858.92924342,{98F0DB93-7CEF-4A42-A0C2-E9BC471A4D87},,859.525429206175,2144.16174138562
"81023",Vita,12.81458875,37.86842619,"32665","32600","3",Collegamento sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19081001",Castellammare del Golfo,1999/05/01 00:00:00, ,"1970",R. Francioso,14.15025582,{A4394523-81E8-4796-B561-566EDB75B75A},,14.1647643766557,17178.9473900005
"81024",Petrosino,12.49232372,37.71276653,"5793","5702","1",Bassa,Rocciosa, ,"0",,"0",0,"0","0","0",Si,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19081024",Marsala,1999/05/13 00:00:00, ,"1970",R. Francioso,711.92932952,{ADC0ECD0-9924-4CDF-84F7-0AC76ED78CD4},,712.317613001179,545.46642567372
"82001",Alia,13.71312654,37.77857858,"14793","14692","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082070",Termini Imerese,1998/04/04 00:00:00, ,"1969",R. Francioso,323.27491688,{076E2A08-018C-40E5-B70A-7577D9C2B778},,323.918558348862,20480.4703441238
"82002",Alimena,14.11367406,37.69212923,"35105","35069","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082059",S.Stefano di Camastra,1999/05/13 00:00:00, ,"1968",G. Poggi,1425.66211022,{128B4E46-6FC3-45F2-8859-012224DC11E5},,1429.20257263505,34554.7474774118
"82003",Aliminusa,13.78104483,37.86417485,"33206","33108","3",Collegamento sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082070",Termini Imerese,1998/04/04 00:00:00, ,"1969",R. Francioso,96.49533583,{D729D673-A139-403D-882E-D139EE1B5F25},,96.6902073473066,10549.7105904924
"82004",Altavilla Milicia,13.55045349,38.0423171,"12973","12851","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082004",Termini Imerese,1998/04/03 00:00:00, ,"1970",R. Francioso,594.45660391,{B7268459-20C9-454D-BF43-A661D7A9EEF0},,595.508365027085,0
"82005",Altofonte,13.29829071,38.04435532,"33203","33105","3",Collegamento sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082053",Ficarazzi,1998/04/03 00:00:00, ,"1970",R. Francioso,31.92941495,{B8D0370E-72DA-49AF-88F1-DFB365615C4F},,31.9794599433555,8931.80985869017
"82006",Bagheria,13.51098444,38.07888292,"8402","8214","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Avanzamento,613.01,10663.2428873,22.39,"52","0",Nessuna,Nessuna,Non verificato, ,"19082067",Termini Imerese,1998/04/03 00:00:00, ,"1970",R. Francioso,114.37201969,{29E8CBC3-7468-49B4-AB7C-B1E547CE289D},,114.572069930076,1315.39640483318
"82008",Baucina,13.53723989,37.92512717,"16697","16541","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Ottima, ,"19082073",Termini Imerese,1998/04/04 00:00:00, ,"1970",R. Francioso,423.70739933,{FFFD23C7-594A-465D-9FB2-C8F0954BEFA5},,424.488600406518,11027.3041921925
"82009",Belmonte Mezzagno,13.39011115,38.0483523,"14753","14652","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082053",Ficarazzi,1998/04/03 00:00:00, ,"1970",R. Francioso,1081.63194231,{2EF286D5-DD09-4D67-9B17-B2264F714949},,1083.3660612174,4877.42173769276
"82010",Bisacquino,13.25873047,37.70578743,"14984","14823","1",Bassa,Sabbiosa, ,"0",,"0",0,"0","0","0",Si,Stabilità,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19084041",Porto Empedocle,1998/04/03 00:00:00, ,"1969",R. Francioso,79.18963483,{78CBBB48-7D00-4C10-B1A6-ACCA05CEA6F6},,79.2955094645675,23978.5575083551
"82011",Bolognetta,13.45567566,37.96471871,"35099","35063","3",Sponde del fiume, , ,"0",,"0",0,"0","0","0",No,Nessuna informazione,0,0,0,"0","0",Nessuna,Nessuna,Non verificato, ,"19082023",Termini Imerese,1998/04/03 00:00:00, ,"1970",R. Francioso,393.33792429,{4BECFE16-7639-4C5E-A969-97089684C60F},,394.031856616156,11464.0648378826
